sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
cb-000078,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Newark sofa,"The Newark sofa is constructed upon a solid wood frame, with ash hardwood legs in a walnut finish, and upholstered in a wool-polyester fabric blend. Available in four color options, this sofa offers generous seating with soft, comfortable support and is ideal for any living space.",106,1,Taxable Goods,"Catalog, Search",2399,Newark-sofa.jpg,,Newark-sofa.jpg,,Newark-sofa.jpg,,1000,1,0,"Newark-sofa1.jpg,Newark-sofa2.jpg,Newark-sofa3.jpg,Newark-sofa4.jpg,Newark-sofa5.jpg,Newark-sofa6.jpg,Newark-sofa7.jpg",,03C-FAS1103,parma sofa,"32.63""H x 79.13""W x 33.50""D"
zm-001179,customOptionsSet,simple,Default Category/Modern Furniture,base,Nelson bar chair,A+D Modern's simply sophisticated Nelson bar chair is ideally suited to any entertaining space. The contours of its classic frame are crafted in durable stainless steel with a high polish finish.,20,1,Taxable Goods,"Catalog, Search",499,Nelson-bar-chair.jpg,,Nelson-bar-chair.jpg,,Nelson-bar-chair.jpg,,1000,1,0,"Nelson-bar-chair1.jpg,Nelson-bar-chair2.jpg,Nelson-bar-chair3.jpg,Nelson-bar-chair4.jpg",,29Z-100303,winter bar chair,"W15.6"" x H42.5"" x L18"" 
<br />SH: 29.5"" 
<br />SD 14.6"""
sbx-000918,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables",base,Newburgh magazine table,"<p>Our reproduction <strong>Pfeiffer Magazine table</strong> is casting a new light on modern bentwood furniture. This unique table is formed by a continuous sheet of contoured wood, creating a sleek profile that's at home in any setting. It offers an inexpensive yet distinctive solution for home or office use it next to a bed, sofa or armchair to hold a lamp, some reading materials or a beverage.</p>",46,1,Taxable Goods,"Catalog, Search",549,Newburgh-magazine-table.jpg,,Newburgh-magazine-table.jpg,,Newburgh-magazine-table.jpg,,1000,1,0,"Newburgh-magazine-table1.jpg,Newburgh-magazine-table2.jpg",,23S-10364,pfeiffer magazine plywood table,41in.L x 28in.W x 11in.H
zm-001273,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Newfane sofa,"The clean modern lines of our Newfane sofa create a look of subtle elegance, well appointed to any relaxed home living space. Sophisticated gray upholsters with contrasting colored buttons and the gently cushioned shape, enhanced by rich wood legs, in a handsome mix of understated comfort.",60.4,1,Taxable Goods,"Catalog, Search",2099,Newfane-sofa.jpg,,Newfane-sofa.jpg,,Newfane-sofa.jpg,,1000,1,0,"Newfane-sofa1.jpg,Newfane-sofa2.jpg,Newfane-sofa3.jpg,Newfane-sofa4.jpg",,29Z-900065,namur sofa,"W68"" x D31.9"" x H35""<br />SW60.4"", SD22.4"", SH14"", AH18"""
wi-001113,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Newhaven loveseat,"<p>Unquestionably Victorian-inspired, the Newhaven Banquette is an approachable, more casual adaptation of an old-world settee. This linen upholstered bench works wonderfully in just about any setting: foyer, living room, dining room, you-name-it!</p>
<p>An engineered wood frame is topped with firm foam cushioning (CA117 compliant) before being upholstered and studded with seemingly endless buttons and silver upholstery tacks. Black lacquer wood legs with non-marking feet complete the Victorian settee. The Newhaven Victorian Loveseat requires minor assembly and calls for spot cleaning as necessary. Available in gray or beige linen (sold separately).</p>
<p>Features:</p>
<ul>
<li>- Victorian sofa, banquette, bench</li>
<li>- a versatile piece</li>
<li>- Beige or gray linen upholstery (sold separately)</li>
<li>- Polyurethane foam cushioning (CA117 compliant)</li>
<li>- Engineered wood frame</li>
<li>- Wooden legs with black lacquer finish</li>
<li>- Silver nail head trim and button tufting galore</li>
<li>- Minor assembly required</li>
<li>- Made in China</li>
<li>- Spot clean only</li>
</ul>",120,1,Taxable Goods,"Catalog, Search",1299,Newhaven-loveseat.jpg,,Newhaven-loveseat.jpg,,Newhaven-loveseat.jpg,,1000,1,0,"Newhaven-loveseat1.jpg,Newhaven-loveseat2.jpg,Newhaven-loveseat3.jpg,Newhaven-loveseat4.jpg,Newhaven-loveseat5.jpg",,27W-TSF-71027-LS,Newhaven loveseat,"65""W x 30.5""D x 51.37""H<br />Seat Dimension: 62.62""W x 19.87""D x 19.5""D<br />Shipping Skid: 48""W x 40""D x 71""H --- 120Lbs</p>"
nl-000703,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Newhydepark sofa,"Clean lines and plush padded comfort make a modern masterpiece for your living room relaxation needs, with the Newhydepark sofa. Set upon ash-stained walnut legs, it is available in three contemporary upholstery colors.",250,1,Taxable Goods,"Catalog, Search",1699,Newhydepark-sofa.jpg,,Newhydepark-sofa.jpg,,Newhydepark-sofa.jpg,,1000,1,0,Newhydepark-sofa1.jpg,,18N-HGSC232,monitor sofa,"87 x 36""¼ x 32""¼"""
wm-001327,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Chairs",base,Newport leather office chair,"Our broad, sturdy, and ergonomic office chair features a top grain black leather seat and back, with adjustable armrests and height, making it ideal for the home or office workplace. Rated for 250 pounds, it is finished with dual casters on its wheel base.",35,1,Taxable Goods,"Catalog, Search",649,Newport-leather-office-chair.jpg,,Newport-leather-office-chair.jpg,,Newport-leather-office-chair.jpg,,1000,1,0,"Newport-leather-office-chair1.jpg,Newport-leather-office-chair2.jpg,Newport-leather-office-chair3.jpg",,32M-CRE-L,menahan ergonomic office chair - leather,"W25"""" x H20"""" x D19""""
<br />Arm Height: 25"" - 28""
<br />Seat Height: 17"" - 20""

"
wm-001328,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Chairs",base,Newport mesh office chair,"Our broad, sturdy, and ergonomic office chair features comfortable mesh seating materials with adjustable armrests and height, making it ideal for the home or office workplace. Rated for 250 pounds, it is finished with dual casters on its wheel base.",35,1,Taxable Goods,"Catalog, Search",429,Newport-mesh-office-chair.jpg,,Newport-mesh-office-chair.jpg,,Newport-mesh-office-chair.jpg,,1000,1,0,"Newport-mesh-office-chair1.jpg,Newport-mesh-office-chair2.jpg,Newport-mesh-office-chair3.jpg,Newport-mesh-office-chair4.jpg,Newport-mesh-office-chair5.jpg,Newport-mesh-office-chair6.jpg,Newport-mesh-office-chair7.jpg",,32M-CRE-M,menahan ergonomic office chair - mesh,"W25"""" x H20"""" x D19""""
<br />Arm Height: 25"" - 28""
<br />Seat Height: 17"" - 20""

"
cb-000082,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair,Default Category/Modern Furniture/Classic Chairs/Lounge Chair",base,Newstead lounge chair,"Our Newstead lounge chair has a mid-century modern inspired design and is constructed with high-density foam padding, orange wool blend upholstery with button tufts, and a classic polished cast aluminum star swivel base. This well crafted chair is an ideal option for the home's living room or the contemporary office reception area.",28.8,1,Taxable Goods,"Catalog, Search",2099,Newstead-lounge-chair.jpg,,Newstead-lounge-chair.jpg,,Newstead-lounge-chair.jpg,,1000,1,0,"Newstead-lounge-chair1.jpg,Newstead-lounge-chair2.jpg,Newstead-lounge-chair3.jpg,Newstead-lounge-chair4.jpg,Newstead-lounge-chair5.jpg,Newstead-lounge-chair6.jpg",,03C-FEC2639,limburg lounge chair,"38.50""H x 31.00""W x 34.25""D<br />Seat Height: 16.53""</p>"
zm-001175,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Niagara bar chair,"Chic and contemporary, A+D Modern's Niagara bar chair features solid wood leg construction and is finished in a lightly padded, dark gray or beige leatherette upholstery with white piping trim.",25,1,Taxable Goods,"Catalog, Search",429,Niagara-bar-chair.jpg,,Niagara-bar-chair.jpg,,Niagara-bar-chair.jpg,,1000,1,0,"Niagara-bar-chair1.jpg,Niagara-bar-chair2.jpg,Niagara-bar-chair3.jpg,Niagara-bar-chair4.jpg,Niagara-bar-chair5.jpg,Niagara-bar-chair6.jpg,Niagara-bar-chair7.jpg,Niagara-bar-chair8.jpg",,29Z-100282,moor bar chair ,"W18"" x H40.9"" x L19.7"" 
<br />SH: 29.9"" 
<br />SD: 15.7"""
zm-001174,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Niagara counter chair,"Chic and contemporary, A+D Modern's Niagara counter chair features solid wood leg construction and is finished in a lightly padded, dark gray or beige leatherette upholstery with white piping trim.",22,1,Taxable Goods,"Catalog, Search",429,Niagara-counter-chair.jpg,,Niagara-counter-chair.jpg,,Niagara-counter-chair.jpg,,1000,1,0,"Niagara-counter-chair1.jpg,Niagara-counter-chair2.jpg,Niagara-counter-chair3.jpg,Niagara-counter-chair4.jpg,Niagara-counter-chair5.jpg,Niagara-counter-chair6.jpg,Niagara-counter-chair7.jpg,Niagara-counter-chair8.jpg",,29Z-100280,moor counter chair ,"W18"" x H37"" x L19.7"" 
<br />SH 26"" 
<br />SD: 15.7"""
zm-001173,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Niagara dining chair,"Chic and contemporary, A+D Modern's Niagara dining chair features solid wood leg construction and is finished in a lightly padded, dark gray or beige leatherette upholstery with white piping trim.",20,1,Taxable Goods,"Catalog, Search",399,Niagara-dining-chair.jpg,,Niagara-dining-chair.jpg,,Niagara-dining-chair.jpg,,1000,1,0,"Niagara-dining-chair1.jpg,Niagara-dining-chair2.jpg,Niagara-dining-chair3.jpg,Niagara-dining-chair4.jpg,Niagara-dining-chair5.jpg,Niagara-dining-chair6.jpg,Niagara-dining-chair7.jpg,Niagara-dining-chair8.jpg",,29Z-100278,moor dining chair ,"W19.7"" x H35.8"" x L22.8""
<br />Seat height: 18.9"""
nl-000674,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Niles dining table,"Featuring a simple yet elegantly modern form, our Niles dining table makes a wonderful addition to any eating space. The two brushed stainless legs support a wood top in either a seared or oxidized gray oak finish. Available in three sizes and also with a glass top (sold separately).",150,1,Taxable Goods,"Catalog, Search",2979,Niles-dining-table.jpg,,Niles-dining-table.jpg,,Niles-dining-table.jpg,,1000,1,0,Niles-dining-table1.jpg,,18N-HGNA451,woodruff dining table,"78 x 39.5 x 29.5"" or
<br />96 x 39.5 x 29.5"" or
<br />112 x 44 x 29.5"""
nl-000672,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Niles dining table - glass,"Featuring a simple yet elegantly modern form, our Niles dining table makes a wonderful addition to any eating space. The two brushed gold legs support and suspend a glass table top. Also available with a wood top (sold separately).",250,1,Taxable Goods,"Catalog, Search",2229,Niles-dining-table-glass.jpg,,Niles-dining-table-glass.jpg,,Niles-dining-table-glass.jpg,,1000,1,0,,,18N-HGNA436,woodruff dining table - glass,"94.5 x 39.5 x 29.5"""
nl-000651,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Niskayuna pendant lamp,A cluster burst of white fabric shades protruding from a central chromed orb create a visually stunning display in the Niskayuna pendant lamp. This sophisticated and modern lighting fixture will illuminate any interior room with style. Requires 18 x E12 15 watt (candelabra base) bulbs (not included).,17.6,1,Taxable Goods,"Catalog, Search",489,Niskayuna-pendant-lamp.jpg,,Niskayuna-pendant-lamp.jpg,,Niskayuna-pendant-lamp.jpg,,1000,1,0,Niskayuna-pendant-lamp1.jpg,,18N-HGML360,yoshimi pendant lamp,"36 3/4 x 31 1/4"" 
<br />71"" cable
<br />1 1/4"" canopy"
cs-000128,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Norfolk lounge chair,"Our replica Yrjo Kukkapuro Karuselli chair is as comfortable as it is artful. Its design is certainly distinctive and unique lending the appearance almost of a dentist chair while simultaneously creating unique lines and an overall form that is difficult not to notice. The juxtaposition of its intimidating appearance combined with its form-fitting comfort make this chair stand apart from the average.
<p>Black leather/ White fiberglass
<br>Stainless steel frame, reinforced fiberglass seat upholstered in full aniline leather with high-density foam.",100,1,Taxable Goods,"Catalog, Search",1599,Norfolk-lounge-chair.jpg,,Norfolk-lounge-chair.jpg,,Norfolk-lounge-chair.jpg,,1000,1,0,"Norfolk-lounge-chair1.jpg,Norfolk-lounge-chair2.jpg",,03C-S-FB929BLK,yrjo kukkapuro karuselli chair,"36 5/8""H x 30""W x 35 7/8""D "
nj-001349,customOptionsSet,simple,"Default Category/Modern Furniture/Modern Style Sofas,Default Category/Modern Furniture/Modern Style Sofas/Modular Sofas",base,Northcastle modular sectional sofa,"Our Northcastle modular sectional sofa takes inspiration from the Divani NeoWall sofa designed by Piero Lissoni, and is composed of modular elements with different dimensions - the width, depth, and armrest heights are available in a range of sizes. It is hand crafted in the United States from a frame of engineered hardwood, nylon elastic webbing, and differentiated density polyurethane foam padding with a quilted goose down mat. The modular units join together with special hooks or a static connection. This sectional is sold as one, 3-piece sofa with either a left or right facing (shown here) chaise, one high narrow armrest, one low wide armrest, and is upholstered in a basic level fabric (pillows are not included). Also available in custom dimensions and configurations, with COM or COL fabrics or a wide selection of upholstery options. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",400,1,Taxable Goods,"Catalog, Search",3999,Northcastle-modular-sectional-sofa.jpg,,Northcastle-modular-sectional-sofa.jpg,,Northcastle-modular-sectional-sofa.jpg,,1000,1,0,"Northcastle-modular-sectional-sofa1.jpg,Northcastle-modular-sectional-sofa2.jpg,Northcastle-modular-sectional-sofa3.jpg,Northcastle-modular-sectional-sofa4.jpg,Northcastle-modular-sectional-sofa5.jpg,Northcastle-modular-sectional-sofa6.jpg,Northcastle-modular-sectional-sofa7.jpg,Northcastle-modular-sectional-sofa8.jpg",,NJM-lekra1,lekra modular sectional sofa,
nl-000704,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Northhaven sectional sofa,"With its clean lines and minimalist form, our Northhaven sectional sofa is a living room classic for the modern home. It is available in three contemporary fabric options and sits upon brushed stainless steel legs.",250,1,Taxable Goods,"Catalog, Search",2899,Northhaven-sectional-sofa.jpg,,Northhaven-sectional-sofa.jpg,,Northhaven-sectional-sofa.jpg,,1000,1,0,Northhaven-sectional-sofa1.jpg,,18N-HGSC249,monaco sectional,"117""½ x 63 x 32""¼"""
nl-000702,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Northhills armchair,"Broad, curvy, and beautiful, our Northhills armchair provides the ultimate in living room seating comfort. Matching sofa also available (sold separately).",50,1,Taxable Goods,"Catalog, Search",1199,Northhills-armchair.jpg,,Northhills-armchair.jpg,,Northhills-armchair.jpg,,1000,1,0,Northhills-armchair1.jpg,,18N-HGSC214,milford armchair,"39""¾ x 34""¼ x 30¾"""
nl-000707,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Northhills sofa,"Broad, curvy, and beautiful, our Northhills sofa provides the ultimate in living room seating comfort. Matching armchair also available (sold separately).",250,1,Taxable Goods,"Catalog, Search",1999,Northhills-sofa.jpg,,Northhills-sofa.jpg,,Northhills-sofa.jpg,,1000,1,0,Northhills-sofa1.jpg,,18N-HGSC260,milford sofa,"90""¼ x 34""¼ x 30¾"""
nl-000681,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Northhornell barstool,"Featuring simple yet classic styling, our Northornell bar stool is your perfect modern kitchen seating companion. Finished in easy-clean naugahyde upholstery over CFS foam, choose from a brushed gold or silver stainless steel frame.",15,1,Taxable Goods,"Catalog, Search",299,Northhornell-barstool.jpg,,Northhornell-barstool.jpg,,Northhornell-barstool.jpg,,1000,1,0,"Northhornell-barstool1.jpg,Northhornell-barstool2.jpg",,18N-HGPA109,montauk bar stool,"17""¾ x 17""¾ x 29¾""
<br />seat height: 29¾""
<br />seat depth: 17¾""
<br />footrest height: 12""¼"""
nl-000680,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Northhornell counter stool,"Featuring simple yet classic styling, our Northornell counter stool is your perfect modern kitchen seating companion. Finished in easy-clean naugahyde upholstery over CFS foam, choose from a brushed gold or silver stainless steel frame.",15,1,Taxable Goods,"Catalog, Search",299,Northhornell-counter-stool.jpg,,Northhornell-counter-stool.jpg,,Northhornell-counter-stool.jpg,,1000,1,0,"Northhornell-counter-stool1.jpg,Northhornell-counter-stool2.jpg",,18N-HGPA106,montauk counter stool,"17""¾ x 17""¾ x 25¾""
<br />seat height: 25¾""
<br />seat depth: 17¾""
<br />footrest height: 8""¼"""
id-000324,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Stools and Ottomans",base,Northport chair and ottoman - orange,"Providing great seating comfort, the solid but elegant appearance of the Northport chair and ottoman owns a unique visual character that pays homage to the Wegner papa bear chair. An appealing focal point in any modern surrounding, this chair is a great addition to your home decor. ",100,1,Taxable Goods,"Catalog, Search",1699,Northport-chair-and-ottoman-orange.jpg,,Northport-chair-and-ottoman-orange.jpg,,Northport-chair-and-ottoman-orange.jpg,,1000,1,0,"Northport-chair-and-ottoman-orange1.jpg,Northport-chair-and-ottoman-orange2.jpg,Northport-chair-and-ottoman-orange3.jpg",,12I-F183-O,moderno mid-century chair and ottoman - orange,"Chair: H40"" x W31"" x L27"" 
<br />Ottoman: H21"" x W17.7"" x L17.7"" "
id-000325,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Stools and Ottomans",base,Northport chair and ottoman - yellow,"Providing great seating comfort, the solid but elegant appearance of the Northport chair and ottoman owns a unique visual character that pays homage to the Wegner papa bear chair. An appealing focal point in any modern surrounding, this chair is a great addition to your home decor. ",100,1,Taxable Goods,"Catalog, Search",1699,Northport-chair-and-ottoman-yellow.jpg,,Northport-chair-and-ottoman-yellow.jpg,,Northport-chair-and-ottoman-yellow.jpg,,1000,1,0,"Northport-chair-and-ottoman-yellow1.jpg,Northport-chair-and-ottoman-yellow2.jpg,Northport-chair-and-ottoman-yellow3.jpg",,12I-F183-Y,moderno mid-century chair and ottoman - yellow,"Chair: H40"" x W31"" x L27"" 
<br />Ottoman: H21"" x W17.7"" x L17.7"" "
id-000334,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Lounge Chair",base,Otto lounge chair - fuchsia,"Available in three bold colors of wool cashmere blend upholstery, our Otto lounge chairs provide a simple ergonomic form that is sculpted to fit the body and makes an excellent option for casual living room seating as well as a stylish room accent. Reminiscent of a Pierre Paulin design, this comfortable Otto lounge chair in fuchsia rests directly on the floor allowing for a relaxed and informal posture. ",50,1,Taxable Goods,"Catalog, Search",879,Otto-lounge-chair-fuchsia.jpg,,Otto-lounge-chair-fuchsia.jpg,,Otto-lounge-chair-fuchsia.jpg,,1000,1,0,"Otto-lounge-chair-fuchsia1.jpg,Otto-lounge-chair-fuchsia2.jpg,Otto-lounge-chair-fuchsia3.jpg,Otto-lounge-chair-fuchsia4.jpg",,12I-F355-B11,lip lounge chair - fuchsia,"H27""x W30"" x D28"" "
id-000335,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Lounge Chair",base,Otto lounge chair - red,"Available in three bold colors of wool cashmere blend upholstery, our Otto lounge chairs provide a simple ergonomic form that is sculpted to fit the body and makes an excellent option for casual living room seating as well as a stylish room accent. Reminiscent of a Pierre Paulin design, this comfortable Otto lounge chair in red rests directly on the floor allowing for a relaxed and informal posture. ",50,1,Taxable Goods,"Catalog, Search",879,Otto-lounge-chair-red.jpg,,Otto-lounge-chair-red.jpg,,Otto-lounge-chair-red.jpg,,1000,1,0,"Otto-lounge-chair-red1.jpg,Otto-lounge-chair-red2.jpg,Otto-lounge-chair-red3.jpg,Otto-lounge-chair-red4.jpg,Otto-lounge-chair-red5.jpg,Otto-lounge-chair-red6.jpg",,12I-F355-B12,lip lounge chair - red,"H27""x W30"" x D28"" "
id-000336,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Lounge Chair",base,Otto lounge chair - yellow,"Available in three bold colors of wool cashmere blend upholstery, our Otto lounge chairs provide a simple ergonomic form that is sculpted to fit the body and makes an excellent option for casual living room seating as well as a stylish room accent. Reminiscent of a Pierre Paulin design, this comfortable Otto lounge chair in yellow rests directly on the floor allowing for a relaxed and informal posture. ",50,1,Taxable Goods,"Catalog, Search",879,Otto-lounge-chair-yellow.jpg,,Otto-lounge-chair-yellow.jpg,,Otto-lounge-chair-yellow.jpg,,1000,1,0,"Otto-lounge-chair-yellow1.jpg,Otto-lounge-chair-yellow2.jpg,Otto-lounge-chair-yellow3.jpg,Otto-lounge-chair-yellow4.jpg,Otto-lounge-chair-yellow5.jpg,Otto-lounge-chair-yellow6.jpg",,12I-F355-B14,lip lounge chair - yellow,"H27""x W30"" x D28"" "
zm-001211,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Ovid coffee table,"The perfectly modern form of our Ovid coffee table will add quiet sophistication to your living space. Its broad, rectangular faux marble top sits upon a base of sturdy bands in either brass-plated gold or silver stainless steel.",75,1,Taxable Goods,"Catalog, Search",599,Ovid-coffee-table.jpg,,Ovid-coffee-table.jpg,,Ovid-coffee-table.jpg,,1000,1,0,"Ovid-coffee-table1.jpg,Ovid-coffee-table2.jpg,Ovid-coffee-table3.jpg,Ovid-coffee-table4.jpg,Ovid-coffee-table5.jpg,Ovid-coffee-table6.jpg",,29Z-100708,noel coffee table,"W47.2 x H15.7 x L23.6"""
zm-001212,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Ovid console table,"The perfectly modern form of our Ovid console table will add quiet sophistication to your living space. Its broad, rectangular faux marble top sits upon a base of sturdy bands in either brass-plated gold or silver stainless steel.",70,1,Taxable Goods,"Catalog, Search",539,Ovid-console-table.jpg,,Ovid-console-table.jpg,,Ovid-console-table.jpg,,1000,1,0,"Ovid-console-table1.jpg,Ovid-console-table2.jpg,Ovid-console-table3.jpg,Ovid-console-table4.jpg,Ovid-console-table5.jpg,Ovid-console-table6.jpg,Ovid-console-table7.jpg",,29Z-100709,noel console table,"W47.2 x H20.3 x L14.2"""
zm-001210,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Ovid dining table,"The perfectly modern form of our Ovid dining table will add quiet sophistication to your eating space. Its broad, rectangular faux marble top sits upon a base of sturdy bands in either brass-plated gold or silver stainless steel.",220,1,Taxable Goods,"Catalog, Search",1129,Ovid-dining-table.jpg,,Ovid-dining-table.jpg,,Ovid-dining-table.jpg,,1000,1,0,"Ovid-dining-table1.jpg,Ovid-dining-table2.jpg,Ovid-dining-table3.jpg,Ovid-dining-table4.jpg,Ovid-dining-table5.jpg,Ovid-dining-table6.jpg",,29Z-100707,noel dining table,"W70.9 x H29.7 x L35.4"""
zm-001213,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Ovid end table,"The perfectly modern form of our Ovid end table will add quiet sophistication to your living space. Its round, faux marble top sits upon a cross-style base in either gold or silver stainless steel.",25,1,Taxable Goods,"Catalog, Search",429,Ovid-end-table.jpg,,Ovid-end-table.jpg,,Ovid-end-table.jpg,,1000,1,0,"Ovid-end-table1.jpg,Ovid-end-table2.jpg,Ovid-end-table3.jpg,Ovid-end-table4.jpg,Ovid-end-table5.jpg,Ovid-end-table6.jpg,Ovid-end-table7.jpg",,29Z-100711,noel end table,"W18.1 x H20.5 x L18.1"""
wi-001103,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Parish barstool,"Our Parish barstool is constructed with a padded seat and back of black faux leather with comfortable foam cushioning and a walnut plywood shell. It has a 360 degree swivel function and is adjustable height with a chrome-plated steel gas lift piston and base, which is  finished with a non-marking plastic ring for grip and to protect flooring. This versatile barstool is a popular option for the kitchen as well as at casual bar height tables. Requires assembly. Wipe clean with a damp cloth.",30,1,Taxable Goods,"Catalog, Search",269,Parish-barstool.jpg,,Parish-barstool.jpg,,Parish-barstool.jpg,,1000,1,0,"Parish-barstool1.jpg,Parish-barstool2.jpg,Parish-barstool3.jpg,Parish-barstool4.jpg",,27W-SDM2228,leona stool,"20.25""W x 21.25""D x 36.5-45""H<br />seat dimension: 20.25""W x 16.5""D x 27-35.5""H<br />Shipping Package: 21""W x 18""D x 17""H --- 28Lbs</p>"
nl-000686,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Pawling armchair,"A+D Modern's comfortably padded Pawling armchair features a broad winged back with tuft detail. A practical option for a reading nook or every day lounge seating, it is available in five upholstery options and sits on walnut finish legs.",100,1,Taxable Goods,"Catalog, Search",1299,Pawling-armchair.jpg,,Pawling-armchair.jpg,,Pawling-armchair.jpg,,1000,1,0,,,18N-HGSC100,knight armchair,"32""¼"" x 35¾"" x 41"""
wi-001080,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Pelham sectional,"A+D Modern's Pelham sectional offers handsome mid-century modern style to your living room's seating space. Crafted from solid rubberwood and plywood, it is upholstered in polyester fabric over high-density foam padding and completed with walnut-finish splayed legs.",190,1,Taxable Goods,"Catalog, Search",1399,Pelham-sectional.jpg,,Pelham-sectional.jpg,,Pelham-sectional.jpg,,1000,1,0,"Pelham-sectional1.jpg,Pelham-sectional2.jpg,Pelham-sectional3.jpg",,27W-BBT8031,melba sectional,"H33"" x W79 x D67
<br />Arm Height: 5.12"""
